Address ,학교명,위도,경도,불법주정차,park_1000m_count
용산구,서울신용산초등학교,37.52298,126.95746,2,0
용산구,서울후암초등학교,37.5506521,126.9814128,5,1
용산구,서울용산초등학교,37.5347471,126.9724672,8,0
은평구,서울구현초등학교,37.6089913,126.9058937,7,1
은평구,서울구산초등학교,37.61310075,126.9094278,8,0
은평구,서울어울초등학교,37.5985389,126.9373639,2,0
은평구,서울갈현초등학교,37.6194356,126.9198257,23,2
은평구,서울북한산초등학교,37.65414395,126.9501757,0,0
은평구,서울상신초등학교,37.5929135,126.9136585,9,1
은평구,서울불광초등학교,37.6153722,126.933501,4,1
은평구,서울녹번초등학교,37.6052695,126.9263001,9,0
은평구,서울대은초등학교,37.6109029,126.9265404,15,1
은평구,서울수리초등학교,37.6204996,126.9336271,5,1
은평구,서울대조초등학교,37.6128739,126.9182431,19,1
은평구,서울연은초등학교,37.5879257,126.9254836,7,1
은평구,서울연천초등학교,37.62197,126.9293914,11,3
은평구,서울은명초등학교,37.5987135,126.9176159,19,1
은평구,서울역촌초등학교,37.60075,126.9156606,20,0
은평구,서울은진초등학교,37.63301325,126.9211553,7,3
은평구,서울은평초등학교,37.6008877,126.9279925,8,0
은평구,서울응암초등학교,37.5874392,126.9220897,17,1
은평구,서울신사초등학교,37.59231785,126.9122122,8,1
은평구,서울증산초등학교,37.5823683,126.9054843,7,0
은평구,서울연신초등학교,37.6181121,126.9199353,24,2
은평구,서울진관초등학교,37.6452499,126.9290739,6,0
은평구,선일초등학교,37.6227411,126.9112585,2,1
은평구,예일초등학교,37.6181121,126.9199353,24,2
은평구,서울수색초등학교,37.5825206,126.8954284,8,0
은평구,충암초등학교,37.5862196,126.9213403,19,1
은평구,서울은빛초등학교,37.64250575,126.9191344,4,2
은평구,서울서신초등학교,37.5946807,126.9103993,12,1
은평구,서울신도초등학교,37.63279235,126.9291107,5,2
은평구,서울연광초등학교,37.623722,126.9254916,9,3
종로구,서울세검정초등학교,37.6056458,126.9600588,5,0
종로구,서울명신초등학교,37.5806057,127.0166287,12,2
종로구,서울효제초등학교,37.5736536,127.0020522,17,3
종로구,서울매동초등학교,37.5772116,126.9667038,11,4
종로구,서울혜화초등학교,37.5875025,126.9998726,13,2
종로구,상명대학교사범대학부속초등학교,37.6008507,126.9567729,4,0
종로구,운현초등학교,37.5712381,126.9875946,33,2
종로구,서울교동초등학교,37.5712381,126.9875946,33,2
종로구,서울대학교사범대학부설초등학교,37.5779259,127.0040863,13,2
종로구,서울재동초등학교,37.5797185,126.9856138,9,2
종로구,서울독립문초등학교,37.573505,126.9602153,7,3
종로구,서울창신초등학교,37.5730106,127.0156294,25,1
종로구,서울청운초등학교,37.58573085,126.9695124,11,1
중구,리라초등학교,37.5574448,126.9878648,9,1
중구,서울흥인초등학교,37.5611249,127.0150125,19,1
중구,서울충무초등학교,37.5616318,127.0018387,11,1
중구,숭의초등학교,37.5574448,126.9878648,9,1
중구,서울덕수초등학교,37.5683239,126.9745091,11,3
중구,서울신당초등학교,37.56397485,127.0237742,15,1
중구,서울봉래초등학교,37.5552947,126.963736,4,2
중구,서울남산초등학교,37.5600752,126.9865453,16,0
중구,서울광희초등학교,37.56755825,127.0151389,39,1
중구,서울장충초등학교,37.5594803,127.0118193,15,1
중구,서울청구초등학교,37.5537355,127.0113208,8,2
중랑구,서울양원숲초등학교,37.60896115,127.1054997,2,2
중랑구,금성초등학교,37.6156703,127.0892078,4,1
중랑구,서울동원초등학교,37.6027541,127.1017012,5,1
중랑구,서울망우초등학교,37.5982919,127.1027587,4,1
중랑구,서울면동초등학교,37.5847733,127.0870447,8,1
중랑구,서울면목초등학교,37.5913646,127.0872845,8,0
중랑구,서울면북초등학교,37.5945683,127.1034875,4,1
중랑구,서울면일초등학교,37.5909039,127.1004988,4,1
중랑구,서울면중초등학교,37.58217335,127.09651,3,2
중랑구,서울묵동초등학교,37.60376125,127.0812577,4,0
중랑구,서울묵현초등학교,37.6096496,127.0753542,5,0
중랑구,서울상봉초등학교,37.597596,127.0832167,7,0
중랑구,서울신내초등학교,37.6037318,127.0993869,7,2
중랑구,서울중흥초등학교,37.6067105,127.0956152,7,1
중랑구,서울신묵초등학교,37.60715255,127.0755743,4,0
중랑구,서울신현초등학교,37.6027896,127.0846172,4,0
중랑구,서울새솔초등학교,37.6149071,127.1060657,1,0
중랑구,서울중목초등학교,37.5921879,127.0801547,9,0
중랑구,서울원묵초등학교,37.6150253,127.0784926,11,0
중랑구,서울중랑초등학교,37.58918075,127.0758059,5,0
중랑구,서울중곡초등학교,37.5734559,127.0830817,3,1
중랑구,서울봉화초등학교,37.61337,127.09126,3,1
중랑구,서울중화초등학교,37.6023789,127.0941158,7,1
