year,area,num
201712,서울특별시 마포구,733
201712,서울특별시 마포구,4
201712,서울특별시 마포구,1
201712,서울특별시 마포구,8
201712,서울특별시 마포구,30
201712,서울특별시 마포구,2
201712,서울특별시 마포구,3
201712,서울특별시 마포구,19
201712,서울특별시 마포구,6
201712,서울특별시 양천구,3
201712,서울특별시 양천구,2
201712,서울특별시 양천구,1
201712,서울특별시 양천구,4
201712,서울특별시 양천구,1
201712,서울특별시 양천구,2
201712,서울특별시 양천구,3
201712,서울특별시 양천구,1
201712,서울특별시 양천구,1
201712,서울특별시 동작구,12
201712,서울특별시 동작구,2
201712,서울특별시 동작구,2151
201712,서울특별시 동작구,2
201712,서울특별시 동작구,3
201712,서울특별시 동작구,46
201712,서울특별시 동작구,1
201712,서울특별시 동작구,140
201712,서울특별시 동작구,5
201712,서울특별시 동작구,45
201712,서울특별시 동작구,741
201712,서울특별시 동작구,3
201712,서울특별시 동작구,807
201712,서울특별시 동작구,4
201712,서울특별시 동작구,57
201712,서울특별시 동작구,21
201712,서울특별시 동작구,1
201712,서울특별시 구로구,8
201712,서울특별시 구로구,1244
201712,서울특별시 구로구,1453
201712,서울특별시 구로구,453
201712,서울특별시 구로구,79
201712,서울특별시 구로구,218
201712,서울특별시 구로구,2
201712,서울특별시 구로구,1
201712,서울특별시 구로구,12
201712,서울특별시 구로구,14
201712,서울특별시 구로구,2509
201712,서울특별시 구로구,1
201712,서울특별시 구로구,428
201712,서울특별시 구로구,2
201712,서울특별시 구로구,4
201712,서울특별시 구로구,14
201712,서울특별시 구로구,8
201712,서울특별시 서초구,604
201712,서울특별시 서초구,4
201712,서울특별시 서초구,8
201712,서울특별시 서초구,3
201712,서울특별시 서초구,161
201712,서울특별시 서초구,40
201712,서울특별시 서초구,346
201712,서울특별시 서초구,58
201712,서울특별시 서초구,2431
201712,서울특별시 서초구,1
201712,서울특별시 서초구,67
201712,서울특별시 서초구,1
201712,서울특별시 서초구,109
201712,서울특별시 서초구,1626
201712,서울특별시 서초구,2
201712,서울특별시 서초구,388
201712,서울특별시 서초구,30
201712,서울특별시 영등포구,300
201712,서울특별시 영등포구,158
201712,서울특별시 영등포구,94
201712,서울특별시 영등포구,31
201712,서울특별시 영등포구,13
201712,서울특별시 영등포구,4
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,63
201712,서울특별시 영등포구,260
201712,서울특별시 영등포구,42
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,2
201712,서울특별시 영등포구,1578
201712,서울특별시 영등포구,8
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,1
201712,서울특별시 관악구,1
201712,서울특별시 관악구,2
201712,서울특별시 관악구,630
201712,서울특별시 관악구,574
201712,서울특별시 관악구,89
201712,서울특별시 관악구,1
201712,서울특별시 관악구,1
201712,서울특별시 관악구,2
201712,서울특별시 관악구,492
201712,서울특별시 관악구,676
201712,서울특별시 관악구,1
201712,서울특별시 서초구,2
201712,서울특별시 서초구,1
201712,서울특별시 서초구,4
201712,서울특별시 서초구,3
201712,서울특별시 서초구,2
201712,서울특별시 서초구,24
201712,서울특별시 서초구,7
201712,서울특별시 서초구,26
201712,서울특별시 양천구,2
201712,서울특별시 양천구,1
201712,서울특별시 양천구,11
201712,서울특별시 양천구,3
201712,서울특별시 양천구,3
201712,서울특별시 양천구,160
201712,서울특별시 양천구,3
201712,서울특별시 양천구,629
201712,서울특별시 양천구,1
201712,서울특별시 양천구,1426
201712,서울특별시 양천구,379
201712,서울특별시 양천구,1
201712,서울특별시 양천구,2
201712,서울특별시 양천구,2
201712,서울특별시 양천구,57
201712,서울특별시 양천구,6
201712,서울특별시 양천구,4
201712,서울특별시 양천구,4832
201712,서울특별시 동작구,727
201712,서울특별시 동작구,125
201712,서울특별시 동작구,6
201712,서울특별시 동작구,9
201712,서울특별시 동작구,20
201712,서울특별시 동작구,74
201712,서울특별시 동작구,1
201712,서울특별시 관악구,2
201712,서울특별시 관악구,3
201712,서울특별시 관악구,3
201712,서울특별시 관악구,1
201712,서울특별시 관악구,2
201712,서울특별시 관악구,2
201712,서울특별시 관악구,2
201712,서울특별시 관악구,1
201712,서울특별시 관악구,1
201712,서울특별시 관악구,1
201712,서울특별시 관악구,5
201712,서울특별시 관악구,1
201712,서울특별시 관악구,5
201712,서울특별시 구로구,992
201712,서울특별시 금천구,1
201712,서울특별시 금천구,1
201712,서울특별시 금천구,2
201712,서울특별시 금천구,25
201712,서울특별시 금천구,1
201712,서울특별시 금천구,1
201712,서울특별시 금천구,4138
201712,서울특별시 금천구,2
201712,서울특별시 금천구,6
201712,서울특별시 금천구,2537
201712,서울특별시 금천구,1
201712,서울특별시 금천구,27
201712,서울특별시 금천구,542
201712,서울특별시 금천구,3788
201712,서울특별시 금천구,10
201712,서울특별시 금천구,9
201712,서울특별시 금천구,940
201712,서울특별시 금천구,73
201712,서울특별시 서초구,1
201712,서울특별시 서초구,1992
201712,서울특별시 서초구,335
201712,서울특별시 서초구,27
201712,서울특별시 서초구,4
201712,서울특별시 서초구,3
201712,서울특별시 서초구,1
201712,서울특별시 서초구,13
201712,서울특별시 서초구,429
201712,서울특별시 서초구,10
201712,서울특별시 서초구,1544
201712,서울특별시 서초구,91
201712,서울특별시 서초구,1
201712,서울특별시 서초구,124
201712,서울특별시 서초구,51
201712,서울특별시 강남구,5
201712,서울특별시 강남구,17
201712,서울특별시 강남구,22
201712,서울특별시 영등포구,9
201712,서울특별시 영등포구,3047
201712,서울특별시 영등포구,263
201712,서울특별시 영등포구,49
201712,서울특별시 영등포구,31
201712,서울특별시 영등포구,10
201712,서울특별시 영등포구,13
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,29
201712,서울특별시 영등포구,8
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,2
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,158
201712,서울특별시 영등포구,2130
201712,서울특별시 영등포구,3
201712,서울특별시 영등포구,31
201712,서울특별시 서초구,1260
201712,서울특별시 서초구,28
201712,서울특별시 서초구,8
201712,서울특별시 서초구,118
201712,서울특별시 서초구,12
201712,서울특별시 서초구,1
201712,서울특별시 서초구,132
201712,서울특별시 서초구,1
201712,서울특별시 서초구,3919
201712,서울특별시 서초구,1
201712,서울특별시 서초구,2
201712,서울특별시 서초구,1
201712,서울특별시 서초구,12
201712,서울특별시 서초구,8
201712,서울특별시 서초구,6
201712,서울특별시 서초구,6
201712,서울특별시 서초구,27
201712,서울특별시 양천구,8
201712,서울특별시 양천구,146
201712,서울특별시 양천구,2
201712,서울특별시 양천구,4
201712,서울특별시 양천구,1157
201712,서울특별시 양천구,4
201712,서울특별시 양천구,72
201712,서울특별시 양천구,2
201712,서울특별시 양천구,65
201712,서울특별시 양천구,6
201712,서울특별시 양천구,1
201712,서울특별시 양천구,17
201712,서울특별시 양천구,411
201712,서울특별시 양천구,1
201712,서울특별시 양천구,11
201712,서울특별시 양천구,21
201712,서울특별시 양천구,73
201712,서울특별시 관악구,54
201712,서울특별시 관악구,1
201712,서울특별시 관악구,101
201712,서울특별시 관악구,1972
201712,서울특별시 관악구,1
201712,서울특별시 관악구,2
201712,서울특별시 관악구,43
201712,서울특별시 관악구,102
201712,서울특별시 관악구,1
201712,서울특별시 관악구,230
201712,서울특별시 관악구,2
201712,서울특별시 관악구,144
201712,서울특별시 관악구,9
201712,서울특별시 관악구,2185
201712,서울특별시 관악구,2
201712,서울특별시 관악구,1
201712,서울특별시 관악구,9
201712,서울특별시 금천구,13
201712,서울특별시 금천구,62
201712,서울특별시 금천구,61
201712,서울특별시 금천구,1
201712,서울특별시 금천구,1234
201712,서울특별시 금천구,33
201712,서울특별시 금천구,4
201712,서울특별시 금천구,6
201712,서울특별시 금천구,4
201712,서울특별시 금천구,11
201712,서울특별시 금천구,3
201712,서울특별시 금천구,3
201712,서울특별시 금천구,131
201712,서울특별시 금천구,3
201712,서울특별시 금천구,175
201712,서울특별시 금천구,1851
201712,서울특별시 금천구,14
201712,서울특별시 강남구,19
201712,서울특별시 강남구,11
201712,서울특별시 강남구,2
201712,서울특별시 강남구,4
201712,서울특별시 강남구,2
201712,서울특별시 강남구,5
201712,서울특별시 강남구,2
201712,서울특별시 강남구,4
201712,서울특별시 강남구,8
201712,서울특별시 강남구,1
201712,서울특별시 강남구,17
201712,서울특별시 강남구,15
201712,서울특별시 강남구,9
201712,서울특별시 강남구,5
201712,서울특별시 강남구,195
201712,서울특별시 강남구,3
201712,서울특별시 강남구,2946
201712,서울특별시 강남구,3074
201712,서울특별시 강남구,8
201712,서울특별시 강남구,30
201712,서울특별시 영등포구,57
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,207
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,16
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,6
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,67
201712,서울특별시 영등포구,481
201712,서울특별시 영등포구,57
201712,서울특별시 영등포구,8
201712,서울특별시 영등포구,511
201712,서울특별시 영등포구,152
201712,서울특별시 영등포구,700
201712,서울특별시 서초구,1
201712,서울특별시 서초구,3
201712,서울특별시 서초구,2128
201712,서울특별시 서초구,2
201712,서울특별시 서초구,4
201712,서울특별시 서초구,3
201712,서울특별시 서초구,314
201712,서울특별시 서초구,5
201712,서울특별시 서초구,2
201712,서울특별시 서초구,5
201712,서울특별시 서초구,19
201712,서울특별시 서초구,140
201712,서울특별시 서초구,2549
201712,서울특별시 서초구,18
201712,서울특별시 서초구,2177
201712,서울특별시 서초구,167
201712,서울특별시 서초구,1
201712,서울특별시 양천구,16
201712,서울특별시 양천구,637
201712,서울특별시 양천구,752
201712,서울특별시 양천구,1142
201712,서울특별시 양천구,8
201712,서울특별시 양천구,9
201712,서울특별시 양천구,26
201712,서울특별시 양천구,16
201712,서울특별시 양천구,59
201712,서울특별시 양천구,2093
201712,서울특별시 양천구,4547
201712,서울특별시 양천구,401
201712,서울특별시 양천구,451
201712,서울특별시 양천구,5
201712,서울특별시 양천구,2
201712,서울특별시 양천구,195
201712,서울특별시 양천구,261
201712,서울특별시 관악구,194
201712,서울특별시 관악구,2
201712,서울특별시 관악구,5
201712,서울특별시 관악구,1
201712,서울특별시 관악구,3
201712,서울특별시 관악구,2
201712,서울특별시 관악구,1
201712,서울특별시 관악구,2
201712,서울특별시 관악구,37
201712,서울특별시 관악구,1
201712,서울특별시 관악구,3
201712,서울특별시 관악구,49
201712,서울특별시 관악구,2
201712,서울특별시 관악구,739
201712,서울특별시 관악구,49
201712,서울특별시 관악구,2
201712,서울특별시 관악구,8
201712,서울특별시 금천구,139
201712,서울특별시 금천구,3
201712,서울특별시 금천구,151
201712,서울특별시 금천구,1
201712,서울특별시 금천구,3
201712,서울특별시 금천구,1
201712,서울특별시 금천구,2
201712,서울특별시 금천구,17
201712,서울특별시 금천구,1318
201712,서울특별시 금천구,373
201712,서울특별시 금천구,1434
201712,서울특별시 금천구,62
201712,서울특별시 금천구,56
201712,서울특별시 금천구,2
201712,서울특별시 금천구,1
201712,서울특별시 금천구,210
201712,서울특별시 금천구,20
201712,서울특별시 강남구,5
201712,서울특별시 강남구,2776
201712,서울특별시 강남구,73
201712,서울특별시 강남구,1
201712,서울특별시 강남구,3
201712,서울특별시 강남구,1
201712,서울특별시 강남구,149
201712,서울특별시 강남구,3
201712,서울특별시 강남구,4
201712,서울특별시 강남구,3
201712,서울특별시 강남구,12
201712,서울특별시 강남구,229
201712,서울특별시 강남구,6
201712,서울특별시 강남구,27
201712,서울특별시 강남구,147
201712,서울특별시 강남구,153
201712,서울특별시 강남구,252
201712,서울특별시 영등포구,2
201712,서울특별시 영등포구,189
201712,서울특별시 영등포구,26
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,2
201712,서울특별시 영등포구,687
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,271
201712,서울특별시 영등포구,55
201712,서울특별시 영등포구,2
201712,서울특별시 영등포구,7
201712,서울특별시 영등포구,420
201712,서울특별시 영등포구,2231
201712,서울특별시 영등포구,2
201712,서울특별시 영등포구,2
201712,서울특별시 서초구,24
201712,서울특별시 서초구,101
201712,서울특별시 서초구,2
201712,서울특별시 서초구,3
201712,서울특별시 서초구,4
201712,서울특별시 서초구,195
201712,서울특별시 서초구,39
201712,서울특별시 서초구,2
201712,서울특별시 서초구,1
201712,서울특별시 서초구,1
201712,서울특별시 서초구,2
201712,서울특별시 서초구,6
201712,서울특별시 서초구,20
201712,서울특별시 서초구,284
201712,서울특별시 서초구,2
201712,서울특별시 서초구,10
201712,서울특별시 서초구,35
201712,서울특별시 양천구,10
201712,서울특별시 양천구,1
201712,서울특별시 양천구,6
201712,서울특별시 양천구,2158
201712,서울특별시 양천구,568
201712,서울특별시 강서구,7
201712,서울특별시 강서구,2
201712,서울특별시 강서구,2
201712,서울특별시 강서구,1
201712,서울특별시 강서구,1
201712,서울특별시 강서구,2
201712,서울특별시 강서구,5
201712,서울특별시 강서구,2
201712,서울특별시 강서구,1
201712,서울특별시 강서구,1
201712,서울특별시 강서구,2
201712,서울특별시 강서구,1
201712,서울특별시 강서구,1
201712,서울특별시 강서구,1
201712,서울특별시 강서구,12
201712,서울특별시 강서구,1
201712,서울특별시 관악구,388
201712,서울특별시 관악구,3
201712,서울특별시 관악구,125
201712,서울특별시 관악구,430
201712,서울특별시 관악구,20
201712,서울특별시 관악구,1350
201712,서울특별시 관악구,322
201712,서울특별시 관악구,2
201712,서울특별시 관악구,6
201712,서울특별시 관악구,1
201712,서울특별시 관악구,1
201712,서울특별시 관악구,43
201712,서울특별시 관악구,2
201712,서울특별시 관악구,1
201712,서울특별시 관악구,49
201712,서울특별시 관악구,6
201712,서울특별시 관악구,2
201712,서울특별시 관악구,36
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,7
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,6
201712,서울특별시 영등포구,12
201712,서울특별시 영등포구,2
201712,서울특별시 영등포구,7
201712,서울특별시 영등포구,3
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,106
201712,서울특별시 영등포구,2
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,54
201712,서울특별시 영등포구,83
201712,서울특별시 영등포구,3
201712,서울특별시 영등포구,13
201712,서울특별시 영등포구,124
201712,서울특별시 강남구,3
201712,서울특별시 강남구,60
201712,서울특별시 강남구,1
201712,서울특별시 강남구,8
201712,서울특별시 강남구,11
201712,서울특별시 강남구,260
201712,서울특별시 강남구,2
201712,서울특별시 강남구,2
201712,서울특별시 강남구,4081
201712,서울특별시 강남구,1
201712,서울특별시 강남구,589
201712,서울특별시 강남구,1
201712,서울특별시 강남구,9
201712,서울특별시 강남구,1811
201712,서울특별시 강남구,35
201712,서울특별시 강남구,4
201712,서울특별시 강남구,314
201712,서울특별시 영등포구,923
201712,서울특별시 동작구,1
201712,서울특별시 동작구,4
201712,서울특별시 동작구,2
201712,서울특별시 동작구,2
201712,서울특별시 동작구,2
201712,서울특별시 동작구,1
201712,서울특별시 동작구,2
201712,서울특별시 동작구,1
201712,서울특별시 동작구,571
201712,서울특별시 동작구,56
201712,서울특별시 동작구,83
201712,서울특별시 동작구,14
201712,서울특별시 동작구,1
201712,서울특별시 동작구,36
201712,서울특별시 동작구,17
201712,서울특별시 동작구,6
201712,서울특별시 동작구,64
201712,서울특별시 서초구,1
201712,서울특별시 서초구,37
201712,서울특별시 서초구,1
201712,서울특별시 서초구,6
201712,서울특별시 서초구,9
201712,서울특별시 서초구,1
201712,서울특별시 서초구,73
201712,서울특별시 서초구,674
201712,서울특별시 서초구,6
201712,서울특별시 서초구,5
201712,서울특별시 서초구,4
201712,서울특별시 서초구,164
201712,서울특별시 서초구,1947
201712,서울특별시 서초구,2
201712,서울특별시 서초구,132
201712,서울특별시 강남구,1
201712,서울특별시 강남구,1
201712,서울특별시 강남구,1
201712,서울특별시 강서구,2618
201712,서울특별시 강서구,162
201712,서울특별시 강서구,2
201712,서울특별시 강서구,1
201712,서울특별시 강서구,1657
201712,서울특별시 강서구,1
201712,서울특별시 강서구,52
201712,서울특별시 강서구,14
201712,서울특별시 강서구,1
201712,서울특별시 강서구,9
201712,서울특별시 강서구,2272
201712,서울특별시 강서구,18
201712,서울특별시 강서구,2
201712,서울특별시 강서구,1
201712,서울특별시 강서구,3
201712,서울특별시 강서구,493
201712,서울특별시 강서구,1026
201712,서울특별시 관악구,1
201712,서울특별시 관악구,14
201712,서울특별시 관악구,2570
201712,서울특별시 관악구,287
201712,서울특별시 관악구,3
201712,서울특별시 관악구,2
201712,서울특별시 관악구,1
201712,서울특별시 관악구,74
201712,서울특별시 관악구,2
201712,서울특별시 관악구,144
201712,서울특별시 서초구,1
201712,서울특별시 서초구,2
201712,서울특별시 서초구,1
201712,서울특별시 서초구,1
201712,서울특별시 서초구,1
201712,서울특별시 서초구,58
201712,서울특별시 서초구,345
201712,서울특별시 서초구,5
201712,서울특별시 서초구,2
201712,서울특별시 영등포구,3
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,3
201712,서울특별시 영등포구,4
201712,서울특별시 영등포구,59
201712,서울특별시 영등포구,11
201712,서울특별시 영등포구,92
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,13
201712,서울특별시 영등포구,56
201712,서울특별시 영등포구,2
201712,서울특별시 영등포구,2
201712,서울특별시 영등포구,16
201712,서울특별시 영등포구,4
201712,서울특별시 영등포구,24
201712,서울특별시 강남구,1199
201712,서울특별시 강남구,5
201712,서울특별시 강남구,41
201712,서울특별시 강남구,137
201712,서울특별시 강남구,37
201712,서울특별시 강남구,366
201712,서울특별시 강남구,4
201712,서울특별시 강남구,7
201712,서울특별시 강남구,4
201712,서울특별시 강남구,3
201712,서울특별시 강남구,1
201712,서울특별시 강남구,121
201712,서울특별시 강남구,1884
201712,서울특별시 강남구,2
201712,서울특별시 강남구,2
201712,서울특별시 강남구,25
201712,서울특별시 강남구,2
201712,서울특별시 동작구,3
201712,서울특별시 동작구,1
201712,서울특별시 동작구,4
201712,서울특별시 동작구,1
201712,서울특별시 동작구,54
201712,서울특별시 동작구,1
201712,서울특별시 동작구,84
201712,서울특별시 동작구,1
201712,서울특별시 동작구,67
201712,서울특별시 동작구,3
201712,서울특별시 동작구,1
201712,서울특별시 동작구,3
201712,서울특별시 동작구,86
201712,서울특별시 동작구,20
201712,서울특별시 동작구,6
201712,서울특별시 동작구,234
201712,서울특별시 동작구,2
201712,서울특별시 동작구,43
201712,서울특별시 강남구,1
201712,서울특별시 강남구,1
201712,서울특별시 강남구,27
201712,서울특별시 강남구,3
201712,서울특별시 강남구,1
201712,서울특별시 강남구,10
201712,서울특별시 강남구,9
201712,서울특별시 강남구,2
201712,서울특별시 강남구,2
201712,서울특별시 강남구,1
201712,서울특별시 강남구,4
201712,서울특별시 강남구,1
201712,서울특별시 강남구,2
201712,서울특별시 강남구,5
201712,서울특별시 강남구,6
201712,서울특별시 강남구,2
201712,서울특별시 강남구,8
201712,서울특별시 강남구,4
201712,서울특별시 강남구,1
201712,서울특별시 강남구,19
201712,서울특별시 강남구,9
201712,서울특별시 강남구,4
201712,서울특별시 강서구,1555
201712,서울특별시 강서구,51
201712,서울특별시 강서구,59
201712,서울특별시 강서구,14
201712,서울특별시 강서구,1546
201712,서울특별시 강서구,389
201712,서울특별시 강서구,2
201712,서울특별시 강서구,2232
201712,서울특별시 강서구,123
201712,서울특별시 강서구,1
201712,서울특별시 강서구,1716
201712,서울특별시 강서구,76
201712,서울특별시 강서구,11
201712,서울특별시 강서구,1
201712,서울특별시 강서구,2
201712,서울특별시 강서구,86
201712,서울특별시 강서구,3
201712,서울특별시 서초구,98
201712,서울특별시 서초구,22
201712,서울특별시 서초구,55
201712,서울특별시 서초구,6
201712,서울특별시 서초구,4
201712,서울특별시 서초구,418
201712,서울특별시 서초구,5
201712,서울특별시 서초구,3466
201712,서울특별시 서초구,115
201712,서울특별시 서초구,3717
201712,서울특별시 서초구,34
201712,서울특별시 서초구,4
201712,서울특별시 서초구,2
201712,서울특별시 서초구,168
201712,서울특별시 서초구,24
201712,서울특별시 서초구,41
201712,서울특별시 서초구,3
201712,서울특별시 영등포구,201
201712,서울특별시 영등포구,2
201712,서울특별시 영등포구,17
201712,서울특별시 영등포구,963
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,54
201712,서울특별시 영등포구,844
201712,서울특별시 영등포구,5
201712,서울특별시 영등포구,2
201712,서울특별시 영등포구,34
201712,서울특별시 영등포구,733
201712,서울특별시 영등포구,24
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,419
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,97
201712,서울특별시 강남구,174
201712,서울특별시 강남구,5
201712,서울특별시 강남구,1
201712,서울특별시 강남구,1
201712,서울특별시 강남구,968
201712,서울특별시 강남구,1
201712,서울특별시 강남구,1
201712,서울특별시 강남구,6
201712,서울특별시 강남구,63
201712,서울특별시 강남구,33
201712,서울특별시 강남구,1284
201712,서울특별시 강남구,3
201712,서울특별시 강남구,79
201712,서울특별시 강남구,384
201712,서울특별시 강남구,1
201712,서울특별시 강남구,1080
201712,서울특별시 강남구,7
201712,서울특별시 동작구,5
201712,서울특별시 동작구,74
201712,서울특별시 동작구,2
201712,서울특별시 동작구,1
201712,서울특별시 동작구,1
201712,서울특별시 동작구,1811
201712,서울특별시 동작구,369
201712,서울특별시 동작구,2561
201712,서울특별시 동작구,1
201712,서울특별시 동작구,1
201712,서울특별시 동작구,58
201712,서울특별시 동작구,346
201712,서울특별시 동작구,5
201712,서울특별시 동작구,1136
201712,서울특별시 동작구,300
201712,서울특별시 동작구,3
201712,서울특별시 동작구,76
201712,서울특별시 강남구,2
201712,서울특별시 강남구,86
201712,서울특별시 강남구,6
201712,서울특별시 강남구,156
201712,서울특별시 강남구,3
201712,서울특별시 강남구,3188
201712,서울특별시 강남구,2
201712,서울특별시 강남구,3
201712,서울특별시 강남구,5
201712,서울특별시 강남구,17
201712,서울특별시 강남구,9
201712,서울특별시 강남구,22
201712,서울특별시 강남구,5
201712,서울특별시 강남구,38
201712,서울특별시 강남구,9
201712,서울특별시 강남구,6
201712,서울특별시 강남구,1
201712,서울특별시 강서구,4
201712,서울특별시 강서구,19
201712,서울특별시 강서구,2
201712,서울특별시 강서구,14
201712,서울특별시 강서구,3
201712,서울특별시 강서구,1785
201712,서울특별시 강서구,217
201712,서울특별시 강서구,191
201712,서울특별시 강서구,17
201712,서울특별시 강서구,13
201712,서울특별시 강서구,1
201712,서울특별시 강서구,2
201712,서울특별시 강서구,439
201712,서울특별시 강서구,3
201712,서울특별시 강서구,1435
201712,서울특별시 강서구,10
201712,서울특별시 강서구,899
201712,서울특별시 강서구,851
201712,서울특별시 서초구,76
201712,서울특별시 서초구,1
201712,서울특별시 서초구,250
201712,서울특별시 서초구,4
201712,서울특별시 서초구,1
201712,서울특별시 서초구,5
201712,서울특별시 서초구,76
201712,서울특별시 서초구,1
201712,서울특별시 서초구,1
201712,서울특별시 서초구,10
201712,서울특별시 서초구,51
201712,서울특별시 서초구,1
201712,서울특별시 서초구,15
201712,서울특별시 서초구,6
201712,서울특별시 서초구,1
201712,서울특별시 서초구,2
201712,서울특별시 서초구,1
201712,서울특별시 영등포구,46
201712,서울특별시 영등포구,10
201712,서울특별시 영등포구,309
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,111
201712,서울특별시 영등포구,2
201712,서울특별시 영등포구,5
201712,서울특별시 영등포구,1066
201712,서울특별시 영등포구,1107
201712,서울특별시 영등포구,499
201712,서울특별시 영등포구,719
201712,서울특별시 영등포구,2
201712,서울특별시 영등포구,1043
201712,서울특별시 영등포구,343
201712,서울특별시 영등포구,2
201712,서울특별시 영등포구,2
201712,서울특별시 강남구,32
201712,서울특별시 강남구,3
201712,서울특별시 송파구,3
201712,서울특별시 송파구,1
201712,서울특별시 송파구,1
201712,서울특별시 송파구,1
201712,서울특별시 송파구,3
201712,서울특별시 송파구,1
201712,서울특별시 송파구,2
201712,서울특별시 송파구,1
201712,서울특별시 송파구,1
201712,서울특별시 송파구,6
201712,서울특별시 송파구,1
201712,서울특별시 송파구,1
201712,서울특별시 송파구,1
201712,서울특별시 송파구,4
201712,서울특별시 송파구,45
201712,서울특별시 송파구,18
201712,서울특별시 송파구,5
201712,서울특별시 송파구,1
201712,서울특별시 송파구,1
201712,서울특별시 송파구,1
201712,서울특별시 동작구,2
201712,서울특별시 동작구,221
201712,서울특별시 동작구,1
201712,서울특별시 동작구,172
201712,서울특별시 동작구,4
201712,서울특별시 동작구,7
201712,서울특별시 동작구,54
201712,서울특별시 관악구,2
201712,서울특별시 관악구,1
201712,서울특별시 관악구,1
201712,서울특별시 관악구,6
201712,서울특별시 관악구,2
201712,서울특별시 관악구,3
201712,서울특별시 관악구,1
201712,서울특별시 관악구,403
201712,서울특별시 관악구,2
201712,서울특별시 관악구,4
201712,서울특별시 관악구,1
201712,서울특별시 관악구,3
201712,서울특별시 강남구,208
201712,서울특별시 강남구,2
201712,서울특별시 강남구,2
201712,서울특별시 강남구,42
201712,서울특별시 강남구,312
201712,서울특별시 강남구,1264
201712,서울특별시 강남구,6
201712,서울특별시 강남구,209
201712,서울특별시 강남구,4
201712,서울특별시 강남구,1
201712,서울특별시 강남구,2897
201712,서울특별시 강남구,220
201712,서울특별시 강남구,1
201712,서울특별시 강남구,1
201712,서울특별시 강남구,2
201712,서울특별시 강남구,6
201712,서울특별시 강남구,2
201712,서울특별시 강남구,3
201712,서울특별시 강서구,1
201712,서울특별시 강서구,4
201712,서울특별시 강서구,705
201712,서울특별시 강서구,53
201712,서울특별시 강서구,89
201712,서울특별시 강서구,759
201712,서울특별시 강서구,4509
201712,서울특별시 강서구,1
201712,서울특별시 강서구,3
201712,서울특별시 강서구,4
201712,서울특별시 강서구,20
201712,서울특별시 강서구,2
201712,서울특별시 강서구,1
201712,서울특별시 강서구,1764
201712,서울특별시 강서구,617
201712,서울특별시 강서구,2661
201712,서울특별시 강서구,376
201712,서울특별시 서초구,21
201712,서울특별시 서초구,7
201712,서울특별시 서초구,62
201712,서울특별시 서초구,242
201712,서울특별시 서초구,1
201712,서울특별시 서초구,1
201712,서울특별시 서초구,33
201712,서울특별시 서초구,4
201712,서울특별시 서초구,1
201712,서울특별시 서초구,1
201712,서울특별시 서초구,6
201712,서울특별시 서초구,1813
201712,서울특별시 서초구,4
201712,서울특별시 서초구,139
201712,서울특별시 서초구,3
201712,서울특별시 서초구,2386
201712,서울특별시 서초구,2
201712,서울특별시 영등포구,1
201712,서울특별시 영등포구,5
201712,서울특별시 영등포구,1997
201712,서울특별시 영등포구,102
201712,서울특별시 영등포구,78
201712,서울특별시 영등포구,371
201712,서울특별시 영등포구,16
201712,서울특별시 동작구,1
201712,서울특별시 동작구,1
201712,서울특별시 동작구,1
201712,서울특별시 동작구,2
201712,서울특별시 동작구,3
201712,서울특별시 동작구,1
201712,서울특별시 동작구,1
201712,서울특별시 동작구,1
201712,서울특별시 동작구,3
201712,서울특별시 동작구,1
201712,서울특별시 동작구,186
201712,서울특별시 동작구,176
201712,서울특별시 송파구,23
201712,서울특별시 송파구,2
201712,서울특별시 송파구,226
201712,서울특별시 송파구,53
201712,서울특별시 송파구,3
201712,서울특별시 송파구,1833
201712,서울특별시 송파구,1809
201712,서울특별시 송파구,2393
201712,서울특별시 송파구,47
201712,서울특별시 송파구,7
201712,서울특별시 송파구,1
201712,서울특별시 송파구,61
201712,서울특별시 송파구,1
201712,서울특별시 송파구,1153
